State,City,Population,Total_law_employees,Total_officers,Total_civilians
South Dakota,Murdo,432,2,2,0
South Dakota,North Sioux City,2975,9,8,1
South Dakota,Parkston,1473,2,2,0
South Dakota,Philip,764,2,2,0
South Dakota,Pierre,13888,40,25,15
South Dakota,Platte,1261,2,2,0
South Dakota,Rapid City,78492,171,134,37
South Dakota,Scotland,800,2,2,0
South Dakota,Sioux Falls,187370,308,273,35
South Dakota,Sisseton,2392,7,7,0
South Dakota,Spearfish,11902,32,21,11
South Dakota,Springfield,1915,2,2,0
South Dakota,Sturgis,6955,18,15,3
South Dakota,Summerset,2769,4,4,0
South Dakota,Tea,6340,8,8,0
South Dakota,Tripp,621,1,1,0
South Dakota,Tyndall,1017,2,2,0
South Dakota,Vermillion,10969,20,19,1
South Dakota,Wagner,1544,6,6,0
South Dakota,Watertown,22248,54,36,18
South Dakota,Webster,1709,5,5,0
South Dakota,Whitewood,984,5,4,1
South Dakota,Winner,2813,12,12,0
South Dakota,Yankton,14712,31,30,1
Tennessee,Adamsville,2161,8,7,1
Tennessee,Alamo,2268,4,4,0
Tennessee,Alcoa,10174,54,46,8
Tennessee,Alexandria,1017,4,3,1
Tennessee,Algood,4584,15,15,0
Tennessee,Ardmore,1221,9,5,4
Tennessee,Ashland City,4785,18,16,2
Tennessee,Athens,14059,33,31,2
Tennessee,Atoka,9632,23,22,1
Tennessee,Baileyton,454,3,3,0
Tennessee,Bartlett,59714,158,121,37
Tennessee,Baxter,1551,7,7,0
Tennessee,Bean Station,3098,7,6,1
Tennessee,Belle Meade,2854,21,15,6
Tennessee,Bells,2439,3,3,0
Tennessee,Benton,1268,7,6,1
Tennessee,Berry Hill,505,18,14,4
Tennessee,Big Sandy,519,1,1,0
Tennessee,Blaine,1861,4,4,0
Tennessee,Bluff City,1667,8,8,0
Tennessee,Bolivar,4892,27,24,3
Tennessee,Bradford,970,4,4,0
Tennessee,Brentwood,43454,80,63,17
Tennessee,Brighton,2911,7,7,0
Tennessee,Bristol,27013,88,69,19
Tennessee,Brownsville,9340,39,35,4
Tennessee,Bruceton,1387,2,2,0
Tennessee,Burns,1467,1,1,0
Tennessee,Calhoun,501,3,3,0
Tennessee,Camden,3637,18,13,5
Tennessee,Carthage,2343,12,8,4
Tennessee,Caryville,2130,6,6,0
Tennessee,Celina,1412,8,6,2
Tennessee,Centerville,3533,18,15,3
Tennessee,Chapel Hill,1548,7,6,1
Tennessee,Charleston,703,2,2,0
Tennessee,Chattanooga,184211,573,470,103
Tennessee,Church Hill,6655,10,9,1
Tennessee,Clarksville,161167,368,304,64
Tennessee,Cleveland,45994,124,105,19
Tennessee,Clifton,2651,5,5,0
Tennessee,Clinton,10111,43,33,10
Tennessee,Collegedale,11750,25,24,1
Tennessee,Collierville,51677,140,107,33
Tennessee,Collinwood,940,4,4,0
Tennessee,Columbia,41013,94,83,11
Tennessee,Cookeville,35119,93,72,21
Tennessee,Coopertown,4621,5,4,1
Tennessee,Cornersville,1307,2,2,0
Tennessee,Covington,8818,33,32,1
Tennessee,Cowan,1650,3,3,0
Tennessee,Cross Plains,1841,1,1,0
Tennessee,Crossville,11885,45,42,3
Tennessee,Cumberland City,306,2,2,0
Tennessee,Dandridge,3229,12,11,1
Tennessee,Dayton,7367,18,18,0
Tennessee,Decatur,1668,6,6,0
Tennessee,Decaturville,862,1,1,0
Tennessee,Decherd,2374,13,12,1
Tennessee,Dickson,15680,66,59,7
Tennessee,Dover,1562,5,5,0
Tennessee,Dresden,2921,9,8,1
Tennessee,Dunlap,5214,13,12,1
Tennessee,Dyer,2195,7,6,1
Tennessee,Dyersburg,16226,68,60,8
Tennessee,Eagleville,779,4,4,0
Tennessee,East Ridge,21202,48,44,4
Tennessee,Elizabethton,13432,46,42,4
Tennessee,Elkton,522,2,2,0
Tennessee,Englewood,1535,6,5,1
Tennessee,Erin,1274,5,4,1
Tennessee,Erwin,5901,17,16,1
Tennessee,Estill Springs,2035,6,6,0
Tennessee,Ethridge,488,5,4,1
Tennessee,Etowah,3495,13,12,1
Tennessee,Fairview,9300,22,22,0
Tennessee,Fayetteville,7077,29,27,2
Tennessee,Franklin,85722,135,123,12
Tennessee,Friendship,662,1,1,0
Tennessee,Gainesboro,960,6,3,3
Tennessee,Gallatin,44584,97,86,11
Tennessee,Gallaway,644,2,1,1
Tennessee,Gatlinburg,3846,47,45,2
Tennessee,Germantown,39264,130,107,23
Tennessee,Gibson,383,3,2,1
Tennessee,Gleason,1368,5,5,0
Tennessee,Goodlettsville,16896,55,41,14
Tennessee,Gordonsville,1249,7,6,1
Tennessee,Grand Junction,267,3,3,0
Tennessee,Graysville,1587,4,4,0
Tennessee,Greenbrier,6896,16,15,1
Tennessee,Greeneville,14875,56,54,2
Tennessee,Greenfield,2074,7,6,1
Tennessee,Halls,2047,8,8,0
Tennessee,Harriman,6110,20,19,1
Tennessee,Henderson,6361,16,16,0
Tennessee,Hendersonville,58901,141,125,16
Tennessee,Henry,448,1,1,0
Tennessee,Hohenwald,3822,17,16,1
Tennessee,Hollow Rock,677,2,1,1
Tennessee,Hornbeak,467,1,1,0
Tennessee,Humboldt,8116,31,26,5
Tennessee,Huntingdon,3818,17,13,4
Tennessee,Huntland,841,4,4,0
Tennessee,Jacksboro,2060,6,5,1
Tennessee,Jackson,67234,239,202,37
Tennessee,Jamestown,2123,9,9,0
Tennessee,Jasper,3459,8,8,0
Tennessee,Jefferson City,8188,31,29,2
Tennessee,Jellico,2148,4,3,1
Tennessee,Johnson City,67293,168,139,29
Tennessee,Jonesborough,5675,23,18,5
Tennessee,Kenton,1185,2,2,0
Tennessee,Kimball,1452,9,9,0
Tennessee,Kingsport,54260,152,112,40
Tennessee,Kingston,5998,13,12,1
Tennessee,Kingston Springs,2726,8,7,1
Tennessee,Knoxville,188672,495,371,124
Tennessee,Lafayette,5428,23,16,7
Tennessee,La Follette,6606,27,21,6
Tennessee,La Vergne,36067,73,58,15
Tennessee,Lawrenceburg,11093,39,34,5
Tennessee,Lebanon,37832,128,100,28
Tennessee,Lenoir City,9404,29,27,2
Tennessee,Lewisburg,12515,31,30,1
Tennessee,Lexington,7915,34,28,6
Tennessee,Livingston,4046,23,18,5
Tennessee,Lookout Mountain,1892,21,16,5
Tennessee,Loretto,1780,5,5,0
Tennessee,Loudon,5953,16,15,1
Tennessee,Madisonville,5031,21,18,3
Tennessee,Manchester,11145,38,34,4
Tennessee,Martin,10380,37,27,10
Tennessee,Maryville,30006,63,57,6
Tennessee,Mason,1525,4,4,0
Tennessee,Maynardville,2435,4,4,0
Tennessee,McEwen,1731,5,5,0
Tennessee,McKenzie,5323,21,16,5
Tennessee,McMinnville,13783,40,36,4
Tennessee,Medina,4365,10,9,1
Tennessee,Memphis,650937,2563,2064,499
Tennessee,Metropolitan Nashville Police Department,688013,1917,1419,498
Tennessee,Middleton,627,3,3,0
Tennessee,Milan,7585,33,26,7
Tennessee,Millersville,6811,13,11,2
Tennessee,Millington,10626,39,31,8
Tennessee,Minor Hill,532,2,2,0
Tennessee,Monteagle,1231,7,6,1
Tennessee,Monterey,2906,10,9,1
Tennessee,Morristown,30330,86,81,5
Tennessee,Moscow,553,4,4,0
Tennessee,Mountain City,2429,9,9,0
Tennessee,Mount Carmel,5284,9,8,1
Tennessee,Mount Juliet,38685,79,63,16
Tennessee,Mount Pleasant,4934,20,14,6
Tennessee,Munford,6134,18,18,0
Tennessee,Murfreesboro,151769,324,265,59
Tennessee,Newbern,3289,11,11,0
Tennessee,New Johnsonville,1868,6,5,1
Tennessee,New Market,1379,5,4,1
Tennessee,Newport,6880,32,28,4
Tennessee,New Tazewell,2707,10,10,0
Tennessee,Niota,735,3,2,1
Tennessee,Nolensville,10665,15,14,1
Tennessee,Norris,1603,5,5,0
Tennessee,Oakland,8558,21,19,2
Tennessee,Oak Ridge,29139,82,64,18
Tennessee,Obion,1032,2,2,0
Tennessee,Oliver Springs,3416,14,10,4
Tennessee,Oneida,3696,15,10,5
Tennessee,Paris,10047,39,27,12
Tennessee,Parsons,2283,8,8,0
Tennessee,Petersburg,571,1,1,0
Tennessee,Pigeon Forge,6311,76,58,18
Tennessee,Pikeville,1756,3,3,0
Tennessee,Piperton,2057,8,8,0
Tennessee,Pittman Center,578,4,4,0
Tennessee,Plainview,2160,2,2,0
Tennessee,Pleasant View,4874,8,8,0
Tennessee,Portland,13208,36,32,4
Tennessee,Pulaski,7571,26,23,3
Tennessee,Puryear,662,1,1,0
Tennessee,Red Bank,11861,25,23,2
Tennessee,Red Boiling Springs,1135,4,4,0
Tennessee,Ridgely,1605,5,3,2
Tennessee,Ripley,7686,32,26,6
Tennessee,Rockwood,5410,15,14,1
Tennessee,Rocky Top,1774,9,6,3
Tennessee,Rogersville,4368,18,13,5
Tennessee,Rossville,1003,7,7,0
Tennessee,Rutherford,1058,5,4,1
Tennessee,Rutledge,1362,3,3,0
Tennessee,Savannah,6928,23,21,2
Tennessee,Scotts Hill,978,3,3,0
Tennessee,Selmer,4289,19,17,2
Tennessee,Sevierville,17395,76,60,16
Tennessee,Sharon,911,2,1,1
Tennessee,Shelbyville,22306,55,45,10
Tennessee,Signal Mountain,8644,17,15,2
Tennessee,Smithville,4929,15,14,1
Tennessee,Smyrna,52984,109,86,23
Tennessee,Soddy-Daisy,13697,35,28,7
Tennessee,Somerville,3282,12,11,1
Tennessee,South Carthage,1408,4,4,0
Tennessee,South Fulton,2195,9,8,1
Tennessee,South Pittsburg,3022,8,8,0
Tennessee,Sparta,4960,15,13,2
Tennessee,Spencer,1700,2,2,0
Tennessee,Spring City,1850,8,7,1
Tennessee,Springfield,17372,41,37,4
Tennessee,Spring Hill,45765,64,60,4
Tennessee,St. Joseph,833,1,1,0
Tennessee,Surgoinsville,1755,1,1,0
Tennessee,Sweetwater,5904,20,19,1
Tennessee,Tazewell,2281,7,7,0
Tennessee,Tellico Plains,915,5,5,0
Tennessee,Tiptonville,3920,7,7,0
Tennessee,Townsend,467,4,4,0
Tennessee,Tracy City,1391,4,4,0
Tennessee,Trenton,4168,20,14,6
Tennessee,Trimble,609,1,1,0
Tennessee,Troy,1313,5,5,0
Tennessee,Tullahoma,19664,34,29,5
Tennessee,Tusculum,2692,2,2,0
Tennessee,Unicoi,3592,4,4,0
Tennessee,Union City,10263,40,30,10
Tennessee,Vonore,1559,9,9,0
Tennessee,Wartburg,924,6,6,0
Tennessee,Wartrace,700,2,1,1
Tennessee,Watertown,1528,6,6,0
Tennessee,Waverly,4154,14,13,1
Tennessee,Waynesboro,2417,7,7,0
Tennessee,Westmoreland,2421,10,8,2
Tennessee,White Bluff,3706,5,5,0
Tennessee,White House,12936,26,23,3
Tennessee,White Pine,2353,11,10,1
Tennessee,Whiteville,4436,8,7,1
Tennessee,Whitwell,1731,5,5,0
Tennessee,Winchester,9029,25,23,2
Tennessee,Woodbury,2919,10,10,0
Texas,Abernathy,2694,5,5,0
Texas,Abilene,124061,275,211,64
Texas,Addison,16778,71,60,11
Texas,Alamo,20078,46,34,12
Texas,Alamo Heights,8807,34,21,13
Texas,Alba,550,2,2,0
Texas,Alice,18634,36,27,9
Texas,Allen,108218,207,144,63
Texas,Alpine,5978,20,12,8
Texas,Alton,18632,28,22,6
Texas,Alvarado,4626,19,17,2
Texas,Alvin,27015,78,50,28
Texas,Amarillo,200296,416,354,62
Texas,Andrews,14487,19,18,1
Texas,Angleton,19500,51,35,16
Texas,Anna,16036,20,19,1
Texas,Anthony,5389,17,16,1
Texas,Aransas Pass,8414,42,28,14
Texas,Archer City,1687,2,2,0
Texas,Arcola,2811,8,8,0
Texas,Argyle,4527,14,12,2
Texas,Arlington,402700,876,682,194
Texas,Arp,1037,8,7,1
Texas,Athens,12757,32,24,8
Texas,Atlanta,5451,16,11,5
Texas,Aubrey,5274,15,15,0
Texas,Austin,1000276,2290,1738,552
Texas,Azle,13660,41,30,11
Texas,Baird,1485,2,2,0
Texas,Balch Springs,25189,53,36,17
Texas,Balcones Heights,3362,25,17,8
Texas,Ballinger,3629,9,7,2
Texas,Bangs,1518,3,3,0
Texas,Bartonville,1810,5,5,0
Texas,Bastrop,9479,25,21,4
Texas,Bay City,17505,57,35,22
Texas,Bayou Vista,1644,6,6,0
Texas,Baytown,77823,217,164,53
Texas,Beaumont,116766,320,261,59
Texas,Bedford,49274,125,76,49
Texas,Bee Cave,7255,20,19,1
Texas,Beeville,12788,31,23,8
Texas,Bellaire,19210,57,41,16
Texas,Bellmead,10835,28,18,10
Texas,Bells,1528,4,4,0
Texas,Bellville,4233,12,11,1
Texas,Belton,23435,48,35,13
Texas,Benbrook,23766,51,40,11
Texas,Bertram,1491,6,6,0
Texas,Beverly Hills,1984,13,7,6
Texas,Big Sandy,1418,4,4,0
Texas,Big Spring,28294,49,38,11
Texas,Bishop,3048,10,6,4
Texas,Blanco,2103,10,9,1
Texas,Blue Mound,2450,13,8,5
Texas,Boerne,19342,62,42,20
Texas,Bogata,1053,5,5,0
Texas,Bonham,10416,29,20,9
Texas,Borger,12318,29,27,2
Texas,Bovina,1768,3,3,0
Texas,Bowie,5103,21,15,6
Texas,Boyd,1557,6,6,0
Texas,Brady,5280,12,11,1
Texas,Brazoria,3059,12,8,4
Texas,Breckenridge,5386,18,12,6
Texas,Bremond,971,3,3,0
Texas,Brenham,18106,42,37,5
Texas,Bridge City,7864,22,16,6
Texas,Bridgeport,6732,24,15,9
Texas,Brookshire,5948,23,18,5
Texas,Brookside Village,1583,4,4,0
Texas,Brownfield,9324,29,24,5
Texas,Brownsboro,1309,4,4,0
Texas,Brownsville,183627,312,225,87
Texas,Brownwood,18367,61,38,23
Texas,Bryan,87435,183,153,30
Texas,Buda,18531,25,22,3
Texas,Bullard,3900,12,11,1
Texas,Bulverde,5370,17,16,1
Texas,Burkburnett,11321,23,17,6
Texas,Burleson,49660,90,65,25
Texas,Burnet,6455,21,19,2
Texas,Cactus,3250,12,9,3
Texas,Caddo Mills,1739,7,7,0
Texas,Caldwell,4403,11,10,1
Texas,Cameron,5458,14,10,4
Texas,Canton,3895,20,15,5
Texas,Canyon,16263,29,26,3
Texas,Carrollton,141745,222,169,53
Texas,Carthage,6395,21,15,6
Texas,Castroville,3159,9,8,1
Texas,Cedar Hill,48352,91,70,21
Texas,Cedar Park,82653,130,94,36
Texas,Celina,18165,33,30,3
Texas,Center,5157,30,22,8
Texas,Chandler,3233,8,8,0
Texas,Childress,6039,11,10,1
Texas,Chillicothe,669,1,1,0
Texas,Cibolo,32777,41,37,4
Texas,Cisco,3774,10,8,2
Texas,Clarksville,3042,5,5,0
Texas,Cleburne,31486,68,52,16
Texas,Cleveland,8285,30,20,10
Texas,Clifton,3446,8,7,1
Texas,Clint,1137,3,3,0
Texas,Clute,11742,39,26,13
Texas,Clyde,3838,10,9,1
Texas,Coleman,4230,8,8,0
Texas,College Station,120831,201,142,59
Texas,Colleyville,27602,48,43,5
Texas,Collinsville,2000,4,4,0
Texas,Colorado City,3827,10,6,4
Texas,Comanche,4183,12,11,1
Texas,Combes,3002,7,7,0
Texas,Commerce,9876,20,16,4
Texas,Conroe,94451,186,142,44
Texas,Coppell,41807,68,59,9
Texas,Copperas Cove,33333,68,50,18
Texas,Corinth,22367,37,32,5
Texas,Corpus Christi,329050,626,425,201
Texas,Corsicana,23914,53,39,14
Texas,Crandall,4147,16,16,0
Texas,Crane,3722,14,8,6
Texas,Crockett,6327,17,15,2
Texas,Crosbyton,1599,3,3,0
Texas,Crowley,16909,38,24,14
Texas,Crystal City,7158,17,10,7
Texas,Cuero,8237,15,14,1
Texas,Cumby,800,5,5,0
Texas,Cuney,140,1,1,0
Texas,Daingerfield,2362,7,6,1
Texas,Dalhart,8349,19,15,4
Texas,Dallas,1363028,3646,3137,509
Texas,Dalworthington Gardens,2382,17,12,5
Texas,Danbury,1765,1,1,0
Texas,Dawson,800,2,2,0
Texas,Dayton,8510,28,19,9
Texas,Decatur,7220,34,29,5
Texas,Deer Park,33631,94,63,31
Texas,De Kalb,1584,4,4,0
Texas,De Leon,2193,4,4,0
Texas,Del Rio,35733,77,54,23
Texas,Denison,25858,68,52,16
Texas,Denton,144569,229,185,44
Texas,Denver City,4964,16,10,6
Texas,DeSoto,53515,97,68,29
Texas,Devine,4883,14,11,3
Texas,Diboll,5182,17,12,5
Texas,Dickinson,21364,46,30,16
Texas,Dilley,4559,13,12,1
Texas,Dimmitt,4065,7,5,2
Texas,Donna,16400,48,35,13
Texas,Double Oak,3089,8,8,0
Texas,Dublin,3546,9,8,1
Texas,Dumas,13729,30,23,7
Texas,Duncanville,38847,71,61,10
Texas,Eagle Lake,3793,9,8,1
Texas,Early,3205,10,8,2
Texas,Eastland,3836,13,11,2
Texas,Edinburg,103491,215,156,59
Texas,Edna,5813,10,8,2
Texas,El Campo,11523,41,27,14
Texas,Electra,2723,13,8,5
Texas,Elgin,10567,26,22,4
Texas,El Paso,685288,1455,1189,266
Texas,Elsa,7274,24,18,6
Texas,Emory,1368,5,4,1
Texas,Encinal,595,2,2,0
Texas,Ennis,20557,44,34,10
Texas,Euless,57881,137,89,48
Texas,Everman,6220,20,16,4
Texas,Fairfield,2885,14,10,4
Texas,Fair Oaks Ranch,10497,25,22,3
Texas,Falfurrias,4797,10,8,2
Texas,Farmers Branch,51078,99,76,23
Texas,Farmersville,3668,11,9,2
Texas,Fate,16917,21,19,2
Texas,Ferris,3042,15,10,5
Texas,Flatonia,1436,8,8,0
Texas,Floresville,8247,21,19,2
Texas,Flower Mound,80907,145,96,49
Texas,Floydada,2641,6,6,0
Texas,Forest Hill,13058,29,21,8
Texas,Forney,29366,46,31,15
Texas,Fort Stockton,8429,31,20,11
Texas,Fort Worth,929509,2085,1667,418
Texas,Franklin,1649,5,5,0
Texas,Frankston,1164,5,5,0
Texas,Fredericksburg,11604,38,31,7
Texas,Freeport,12144,47,32,15
Texas,Freer,2651,9,6,3
Texas,Friendswood,40795,80,58,22
Texas,Frisco,212626,310,212,98
Texas,Fulshear,14094,26,24,2
Texas,Fulton,1502,1,1,0
Texas,Gainesville,16986,55,41,14
Texas,Galena Park,10740,25,19,6
Texas,Galveston,50751,198,148,50
Texas,Ganado,2062,3,3,0
Texas,Garden Ridge,4235,12,11,1
Texas,Garland,241845,477,354,123
Texas,Gatesville,12394,33,21,12
Texas,Georgetown,84210,120,88,32
Texas,George West,2575,12,10,2
Texas,Giddings,5126,17,12,5
Texas,Gilmer,5171,19,15,4
Texas,Gladewater,6333,20,15,5
Texas,Glenn Heights,13662,22,15,7
Texas,Godley,1423,6,6,0
Texas,Gonzales,7568,26,18,8
Texas,Granbury,11080,48,42,6
Texas,Grand Prairie,196990,413,274,139
Texas,Grand Saline,3178,11,10,1
Texas,Granger,1514,2,2,0
Texas,Granite Shoals,5096,14,11,3
Texas,Grapevine,56343,147,93,54
Texas,Greenville,29209,69,50,19
Texas,Gregory,1886,7,7,0
Texas,Groesbeck,4244,9,9,0
Texas,Groves,15412,22,20,2
Texas,Gun Barrel City,6269,20,14,6
Texas,Gunter,1696,5,5,0
Texas,Hallettsville,2645,9,8,1
Texas,Hallsville,4382,6,6,0
Texas,Haltom City,44037,78,72,6
Texas,Hamilton,3005,8,7,1
Texas,Hamlin,2010,10,5,5
Texas,Harker Heights,33091,67,53,14
Texas,Harlingen,65014,169,125,44
Texas,Haskell,3136,6,5,1
Texas,Hawkins,1328,3,3,0
Texas,Hawley,622,2,2,0
Texas,Hearne,4345,18,12,6
Texas,Heath,9584,25,24,1
Texas,Hedwig Village,2643,23,17,6
Texas,Helotes,10301,31,30,1
Texas,Hemphill,1243,4,4,0
Texas,Hempstead,8699,21,17,4
Texas,Henderson,13093,41,33,8
Texas,Hewitt,15092,38,28,10
Texas,Hickory Creek,4979,12,12,0
Texas,Highland Park,9160,70,57,13
Texas,Highland Village,16848,42,29,13
Texas,Hillsboro,8480,34,25,9
Texas,Hitchcock,8023,18,16,2
Texas,Hollywood Park,3370,18,17,1
Texas,Hondo,9506,27,23,4
Texas,Honey Grove,1745,5,5,0
Texas,Hooks,2706,7,7,0
Texas,Horizon City,19973,41,23,18
Texas,Horseshoe Bay,4085,25,21,4
Texas,Houston,2346155,6223,5212,1011
Texas,Howe,3442,8,7,1
Texas,Hudson,5035,4,4,0
Texas,Hudson Oaks,2587,12,11,1
Texas,Hughes Springs,1704,4,4,0
Texas,Humble,15901,75,60,15
Texas,Huntington,2110,6,6,0
Texas,Huntsville,42648,68,59,9
Texas,Hurst,38796,119,71,48
Texas,Hutchins,5941,26,18,8
Texas,Hutto,29590,48,44,4
Texas,Idalou,2308,4,4,0
Texas,Indian Lake,883,3,3,0
Texas,Ingleside,10296,33,22,11
Texas,Ingram,1859,8,7,1
Texas,Iowa Colony,3686,9,9,0
Texas,Iowa Park,6334,17,10,7
Texas,Irving,242976,574,376,198
Texas,Italy,1928,8,7,1
Texas,Itasca,1743,6,6,0
Texas,Jacinto City,10455,26,20,6
Texas,Jacksboro,4372,11,10,1
Texas,Jacksonville,14843,44,29,15
Texas,Jamaica Beach,1089,6,6,0
Texas,Jarrell,1953,6,6,0
Texas,Jasper,7543,28,21,7
Texas,Jefferson,1896,7,5,2
Texas,Jersey Village,7921,26,24,2
Texas,Jones Creek,2079,5,5,0
Texas,Jonestown,2139,10,9,1
Texas,Josephine,2182,5,5,0
Texas,Joshua,8319,13,11,2
Texas,Jourdanton,4467,10,9,1
Texas,Junction,2387,9,7,2
Texas,Karnes City,3419,9,8,1
Texas,Katy,22797,82,66,16
Texas,Keller,48117,82,50,32
Texas,Kemah,2046,18,13,5
Texas,Kemp,1259,6,6,0
Texas,Kempner,1145,3,2,1
Texas,Kenedy,3357,15,14,1
Texas,Kennedale,8881,23,19,4
Texas,Kerens,1519,5,5,0
Texas,Kermit,6583,18,14,4
Texas,Kerrville,23912,65,46,19
Texas,Kilgore,15016,51,37,14
Texas,Killeen,154417,285,235,50
Texas,Kingsville,25195,71,45,26
Texas,Kirby,8805,23,17,6
Texas,Knox City,1118,2,2,0
Texas,Kountze,2104,7,6,1
Texas,Kress,677,1,1,0
Texas,Kyle,51306,82,53,29
Texas,Lacy-Lakeview,6748,20,12,8
Texas,La Feria,7232,20,15,5
Texas,Lago Vista,7740,25,18,7
Texas,La Grange,4680,13,12,1
Texas,La Grulla,1710,9,8,1
Texas,Laguna Vista,3183,9,9,0
Texas,La Joya,4326,17,12,5
Texas,Lake City,534,1,1,0
Texas,Lake Dallas,8174,16,13,3
Texas,Lake Jackson,27265,63,47,16
Texas,Lakeport,998,4,4,0
Texas,Lakeside,1603,7,7,0
Texas,"Lakeview, Harrison County",6231,14,13,1
Texas,Lake Worth,4921,33,26,7
Texas,La Marque,17656,39,32,7
Texas,Lamesa,9119,27,20,7
Texas,Lampasas,8132,32,22,10
Texas,Lancaster,39587,63,59,4
Texas,La Porte,35102,103,79,24
Texas,Laredo,265515,602,509,93
Texas,La Vernia,1481,9,9,0
Texas,League City,110518,163,116,47
Texas,Leander,68571,84,64,20
Texas,Leon Valley,12453,50,46,4
Texas,Levelland,13502,35,24,11
Texas,Lewisville,110800,219,165,54
Texas,Liberty,9418,26,15,11
Texas,Liberty Hill,3345,15,14,1
Texas,Lindale,6675,25,17,8
Texas,Linden,1908,6,5,1
Texas,Little Elm,57482,81,73,8
Texas,Live Oak,16910,45,34,11
Texas,Livingston,5240,29,22,7
Texas,Log Cabin,779,4,4,0
Texas,Lone Star,1472,6,5,1
Texas,Longview,81751,214,170,44
Texas,Lorena,1762,10,8,2
Texas,Los Indios,1063,2,2,0
Texas,Lubbock,262146,557,446,111
Texas,Lufkin,35007,96,76,20
Texas,Lumberton,13195,21,18,3
Texas,Lyford,2531,3,3,0
Texas,Lytle,3135,9,8,1
Texas,Madisonville,4715,13,10,3
Texas,Magnolia,2193,16,14,2
Texas,Manor,15569,32,27,5
Texas,Mansfield,74360,158,103,55
Texas,Manvel,13971,28,22,6
Texas,Marble Falls,7157,35,22,13
Texas,Marfa,1589,5,5,0
Texas,Marion,1262,3,3,0
Texas,Marlin,5539,14,10,4
Texas,Marshall,22755,65,49,16
Texas,Mathis,4694,13,9,4
Texas,McAllen,144569,428,286,142
Texas,McGregor,5368,16,10,6
Texas,McKinney,208335,287,218,69
Texas,Meadows Place,4587,17,16,1
Texas,Melissa,13424,14,14,0
Texas,Memorial Villages,12375,46,33,13
Texas,Mercedes,16699,41,33,8
Texas,Merkel,2620,6,5,1
Texas,Mesquite,141325,319,227,92
Texas,Mexia,7329,18,16,2
Texas,Midland,150529,243,152,91
Texas,Midlothian,34962,95,66,29
Texas,Milford,749,3,3,0
Texas,Mineola,4797,19,12,7
Texas,Mineral Wells,15057,46,33,13
Texas,Mission,85052,203,159,44
Texas,Missouri City,76476,130,102,28
Texas,Monahans,7924,20,15,5
Texas,Mont Belvieu,6954,25,16,9
Texas,Montgomery,1488,13,12,1
Texas,Morgans Point Resort,4738,9,9,0
Texas,Moulton,901,4,4,0
Texas,Mount Pleasant,15974,46,33,13
Texas,Muleshoe,5005,13,7,6
Texas,Murphy,20798,35,24,11
Texas,Mustang Ridge,999,5,5,0
Texas,Nacogdoches,32873,86,57,29
Texas,Naples,1307,3,3,0
Texas,Nash,3938,9,9,0
Texas,Nassau Bay,3968,15,14,1
Texas,Natalia,1610,4,4,0
Texas,Navasota,8104,27,19,8
Texas,Nederland,17413,41,27,14
Texas,New Boston,4588,19,14,5
Texas,New Braunfels,94751,172,137,35
Texas,Newton,2359,4,4,0
Texas,Nixon,2560,7,7,0
Texas,Nocona,2999,6,5,1
Texas,Nolanville,6048,11,10,1
Texas,Northeast,3485,13,12,1
Texas,Northlake,3582,18,16,2
Texas,North Richland Hills,71520,187,113,74
Texas,Oak Ridge,256,3,1,2
Texas,Oak Ridge North,3171,17,17,0
Texas,Odessa,126288,198,137,61
Texas,Olmos Park,2492,14,13,1
Texas,Olney,3080,9,7,2
Texas,Omaha,975,3,3,0
Texas,Onalaska,3006,8,8,0
Texas,Orange,18064,58,42,16
Texas,Ore City,1238,4,4,0
Texas,Overton,2498,9,6,3
Texas,Ovilla,4247,11,10,1
Texas,Oyster Creek,1203,12,9,3
Texas,Palacios,4516,13,9,4
Texas,Palestine,17625,43,28,15
Texas,Palmer,2136,11,10,1
Texas,Palmhurst,2753,16,13,3
Texas,Palm Valley,1232,5,5,0
Texas,Pampa,16975,37,25,12
Texas,Panhandle,2298,4,4,0
Texas,Pantego,2533,16,11,5
Texas,Paris,24801,69,46,23
Texas,Parker,5364,12,11,1
Texas,Pasadena,151421,373,282,91
Texas,Patton Village,2228,8,8,0
Texas,Pearland,126111,235,174,61
Texas,Pearsall,10783,20,16,4
Texas,Pecos,10667,53,23,30
Texas,Pelican Bay,2064,9,8,1
Texas,Penitas,4756,20,18,2
Texas,Perryton,8486,22,13,9
Texas,Pflugerville,67559,121,85,36
Texas,Pharr,80098,162,125,37
Texas,Pilot Point,4582,11,11,0
Texas,Pinehurst,1963,8,6,2
Texas,Pineland,795,3,3,0
Texas,Pittsburg,4717,12,10,2
Texas,Plainview,19926,37,30,7
Texas,Plano,290786,557,380,177
Texas,Pleasanton,11006,30,23,7
Texas,Ponder,2521,7,6,1
Texas,Port Aransas,4362,28,19,9
Texas,Port Arthur,54257,151,116,35
Texas,Port Isabel,6244,21,16,5
Texas,Portland,17468,49,34,15
Texas,Port Lavaca,11817,23,17,6
Texas,Port Neches,12616,25,22,3
Texas,Poteet,3535,11,10,1
Texas,Pottsboro,2528,10,8,2
Texas,Prairie View,7126,13,12,1
Texas,Premont,2531,6,6,0
Texas,Presidio,3836,4,4,0
Texas,Primera,5250,10,9,1
Texas,Princeton,15031,27,25,2
Texas,Prosper,27250,50,37,13
Texas,Queen City,1432,5,5,0
Texas,Quitman,1854,7,7,0
